cell	t	lasR	LasR	lasI	LasI	AI1	LasRAI1
9	42.346843003	1	3	1	2	55	4
6	42.3764838433665	1	1	1	3	49	4
2	42.4142961582941	1	1	1	1	62	4
7	42.4654913737279	1	1	1	2	60	3
5	42.4671618985551	1	2	1	4	41	2
4	42.4701935239675	1	1	1	1	61	5
6	42.4746762025709	1	1	1	3	48	4
3	42.4806470373253	1	1	1	4	54	5
0	42.4921785551662	1	1	1	3	64	5
1	42.5038972343857	1	2	1	4	55	2
2	42.5206955611313	1	1	1	1	63	4
7	42.539294452926	1	1	1	2	61	3
9	42.5686506364102	1	3	1	2	56	4
8	42.6016172203774	1	1	2	4	51	5
6	42.6022990679587	1	1	1	3	47	4
5	42.6033083857722	1	2	1	4	42	2
4	42.6046161920051	1	1	1	1	60	5
3	42.6092476899023	1	1	1	4	55	5
2	42.6143091300721	1	1	1	1	64	4
0	42.626321895815	1	1	1	3	63	5
7	42.6499139692853	1	1	1	2	62	3
9	42.6768157229046	1	3	1	2	57	4
1	42.7063116289894	1	2	1	4	56	2
8	42.7530012920718	1	1	2	4	52	5
8	42.7547066176587	1	1	2	4	53	5
2	42.7571423942966	1	1	1	1	65	4
9	42.761990022361	1	3	1	2	56	4
7	42.7742025661094	1	1	1	2	61	3
1	42.786893809661	1	2	1	4	55	2
3	42.8042849958686	1	1	1	4	56	5
0	42.8253908627478	1	1	1	3	62	5
6	42.8486425657568	1	1	1	3	48	4
4	42.872302605286	1	1	1	1	61	5
5	42.9566013202814	1	2	1	4	43	2
1	42.9568028791502	1	2	1	4	56	2
7	42.9572925924833	1	1	1	2	62	3
4	42.9595408345151	1	1	1	1	62	5
0	42.9628238874532	1	1	1	3	63	5
2	42.9668725525073	1	0	1	1	64	5
9	42.9834457953505	1	3	1	2	57	4
3	43.0004727934531	1	1	1	4	57	5
6	43.0210061782084	1	1	1	3	49	4
8	43.0523030088327	1	1	2	4	54	5
5	43.0846256502948	1	2	1	4	44	2
1	43.1279941872738	1	2	1	4	57	2
2	43.1282459947499	1	0	1	2	64	5
3	43.1285211923344	1	1	1	4	58	5
9	43.1302903147691	1	3	1	2	56	4
1	43.1353387280644	1	2	1	4	56	2
8	43.1404697110222	1	1	2	4	55	5
7	43.1464149576889	1	2	1	2	63	2
4	43.1528816253224	1	1	1	1	63	5
3	43.1663692567774	1	1	1	4	59	5
0	43.1821352273503	1	1	1	3	64	5
6	43.1989098891893	1	1	1	3	50	4
5	43.2358980842212	1	2	1	4	45	2
7	43.2362566531913	1	2	1	2	64	2
6	43.2375191650165	1	1	1	3	51	4
5	43.2388207235883	1	2	1	4	46	2
3	43.241361807198	1	1	1	4	60	5
0	43.2462973991453	1	1	1	3	65	5
9	43.2528056256517	1	2	1	2	55	5
4	43.2594588902823	1	1	1	1	64	5
8	43.2662755028389	1	1	2	4	54	5
6	43.2731593517631	1	1	1	3	52	4
1	43.2899568906098	1	2	1	4	57	2
2	43.3216401195198	1	0	1	2	63	5
7	43.32281117963	1	2	1	2	65	2
1	43.3236088980441	1	1	1	4	57	2
6	43.3245612610583	1	1	1	3	53	4
3	43.325857559171	1	1	1	4	61	5
9	43.3312247143579	1	2	1	2	56	5
5	43.3418064014506	1	2	1	4	47	2
0	43.3539191660923	1	1	1	3	66	5
8	43.3767110639703	1	1	2	4	55	5
4	43.4018206791473	1	1	1	1	65	5
2	43.4278626562548	1	0	1	2	64	5
2	43.4280079380217	1	0	1	2	63	5
6	43.4333286819704	1	1	1	3	54	4
5	43.4382094902642	1	2	1	4	48	2
4	43.4438303423769	1	1	1	1	66	5
3	43.4524383073397	1	1	1	4	62	5
8	43.4613264346219	1	1	2	4	56	5
7	43.4739475477211	1	2	1	2	66	2
9	43.4871904825516	1	2	1	2	57	5
1	43.5038572655715	1	1	1	4	56	2
0	43.5292348427422	1	1	1	3	67	5
7	43.5348608688175	1	2	1	2	67	2
0	43.5403341691665	1	1	1	3	66	5
2	43.5466596720464	1	0	1	2	64	5
6	43.5569389410041	1	1	1	3	55	4
4	43.5685229118637	1	1	1	1	67	5
8	43.580346125523	1	1	2	5	56	5
5	43.5933698968686	1	2	1	4	49	2
9	43.6065846889935	1	2	1	2	56	5
3	43.622613704177	1	1	1	4	63	5
1	43.6437510311328	1	1	1	4	57	2
5	43.643793510618	1	2	1	4	50	2
0	43.6445650147464	1	1	1	3	65	5
6	43.6466018472522	1	1	1	3	56	4
5	43.6500112366587	1	2	1	4	51	2
3	43.6547361410878	1	1	1	4	62	5
4	43.6620665321782	1	1	1	1	68	5
9	43.6730629111364	1	2	1	2	55	5
8	43.6848392308414	1	1	2	5	55	5
7	43.7078134965807	1	2	1	2	68	2
2	43.7684270282	1	0	1	2	65	5
1	43.8381129045695	1	1	1	4	58	2
8	43.8394043084511	1	1	2	5	54	5
6	43.8406402956273	1	1	1	3	57	4
3	43.8439122800294	1	1	1	4	63	5
5	43.8489007664423	1	2	1	4	52	2
1	43.8588803367268	1	1	1	4	57	2
7	43.8705988427203	1	1	1	2	67	3
9	43.8840766729365	1	1	1	2	54	6
2	43.8995844920676	1	0	1	2	66	5
4	43.9329594796102	1	1	1	1	67	5
0	43.9747733821671	1	1	1	3	66	5
7	43.976821728905	1	1	1	2	68	3
3	43.9793586418193	1	1	1	4	62	5
9	43.9824856798325	1	1	1	2	53	6
8	43.9901494634498	1	1	2	5	55	5
5	43.9982726191331	1	2	1	4	53	2
4	44.0115421236653	1	0	1	1	66	6
2	44.0403133434404	1	0	1	2	67	5
6	44.0700571675945	1	1	1	3	58	4
0	44.1000770897765	1	1	1	3	65	5
1	44.1331927300591	1	1	1	4	58	2
8	44.1333293808145	1	1	2	5	56	5
0	44.1350374714691	1	1	1	3	64	5
1	44.138140281824	1	1	1	3	58	2
4	44.1419690280907	1	0	1	1	65	6
3	44.1516639973722	1	1	1	4	63	5
6	44.1655198868118	1	0	1	3	57	5
5	44.1802259182311	1	2	1	4	54	2
9	44.1969357618816	1	1	1	2	54	6
2	44.2270553039141	1	0	1	2	66	5
7	44.2603318059571	1	1	1	2	69	3
5	44.2610828092745	1	2	1	4	55	2
7	44.2649740875656	1	1	1	2	70	3
2	44.2719836547929	1	0	1	2	67	5
3	44.280214648317	1	1	1	4	64	5
4	44.288976392332	1	0	1	1	64	6
6	44.3000586615833	1	0	1	3	58	5
9	44.3142478555399	1	1	1	2	53	6
0	44.3315108209806	1	1	1	3	65	5
8	44.3587578140157	1	1	2	5	57	5
1	44.3869737252551	1	1	1	3	57	2
6	44.3870620786563	1	0	1	3	59	5
1	44.3877763409053	1	1	1	3	58	2
7	44.388524114527	1	1	1	2	71	3
4	44.3906873446192	1	0	1	1	65	6
3	44.3922309271527	1	1	1	4	63	5
5	44.398280803254	1	2	1	4	56	2
2	44.415714079654	1	0	1	2	68	5
8	44.4363239334432	1	1	2	5	56	5
9	44.4615642336664	1	1	1	2	52	6
0	44.4899275900332	1	1	1	3	66	5
0	44.490001464839	1	1	1	3	67	5
0	44.4901085520776	1	1	1	3	68	5
7	44.4927404910939	1	0	1	2	71	3
8	44.4997365806864	1	1	2	5	57	5
6	44.5094036568569	1	0	1	3	60	5
2	44.5219164999814	1	0	1	2	67	5
3	44.5359819500388	1	1	1	4	62	5
1	44.5640266767384	1	1	1	4	58	2
4	44.6074958338083	1	0	1	1	64	6
5	44.6518645516278	1	2	1	4	57	2
9	44.7119805297496	1	1	1	2	53	6
4	44.7120186225272	1	0	1	1	65	6
7	44.712498018567	1	0	1	2	72	3
6	44.7140449490887	1	0	1	3	61	5
5	44.7174967804947	1	2	1	4	56	2
2	44.7215458353073	1	0	1	2	66	5
0	44.7266377190151	1	1	1	3	69	5
8	44.742972271333	1	1	2	5	58	5
1	44.7610074019083	1	1	1	4	59	2
9	44.7909872679063	1	1	1	2	54	6
3	44.8253984039673	1	1	1	4	63	5
1	44.8254943161935	1	1	1	4	60	2
6	44.8274950934772	1	0	1	3	60	5
7	44.8310302209773	1	0	1	2	73	3
1	44.8360574224696	1	1	1	4	59	2
9	44.8413286081247	1	1	1	2	55	6
8	44.8467949351959	1	1	2	5	59	5
4	44.8526646804728	1	0	1	1	66	6
3	44.8586702633381	1	1	1	4	64	5
0	44.8719731073559	1	1	1	3	70	5
5	44.8869671828777	1	2	1	4	57	2
2	44.9074286248267	1	0	1	2	67	5
8	44.9079271179996	1	1	2	5	58	5
0	44.9099194037169	1	1	1	3	71	5
9	44.9119916981924	1	1	1	2	56	6
2	44.9151887849346	1	0	1	2	66	5
3	44.9193641317449	1	1	1	4	65	5
5	44.926801372543	1	2	1	4	58	2
6	44.9423855517432	1	0	1	3	59	5
4	44.963434268944	1	0	1	1	65	6
7	44.9951785739884	1	0	1	2	74	3
1	45.0474305425212	1	1	1	4	58	2
6	45.0487528253486	1	0	1	3	58	5
5	45.0496824294003	1	2	1	4	59	2
4	45.053958105729	1	0	1	1	66	6
0	45.0596213642182	1	1	1	3	72	5
3	45.0702602317231	1	0	1	4	64	6
9	45.0810946946638	1	1	1	2	57	6
8	45.0945888491021	1	1	2	5	57	5
7	45.1239630145626	1	0	1	2	75	3
2	45.1539798224019	1	0	1	2	67	5
1	45.2037243874418	1	1	1	4	59	2
7	45.2040030924161	1	0	1	2	76	3
8	45.2051412637136	1	1	2	5	58	5
7	45.2070229228609	1	0	1	2	77	3
4	45.210337640068	1	0	1	1	65	6
2	45.2147636849456	1	0	1	2	68	5
3	45.2217794058868	1	0	1	4	65	6
6	45.2292917634384	1	0	1	3	57	5
9	45.2406771725998	1	1	1	2	56	6
0	45.2531698963628	1	1	1	3	71	5
5	45.2659670266346	1	1	1	4	58	3
1	45.2916928588436	1	1	1	4	60	2
0	45.2921328584105	1	1	1	3	72	5
8	45.2950935356691	1	1	2	5	59	5
1	45.2985423635598	1	1	1	4	61	2
6	45.303193307938	1	0	1	3	58	5
0	45.31105440435	1	1	1	3	71	5
7	45.3209507767949	1	0	1	2	78	3
3	45.3347366847936	1	0	1	4	66	6
4	45.3510348969046	1	0	1	1	66	6
9	45.3684381400142	1	1	1	2	55	6
2	45.3861607056949	1	0	1	2	69	5
5	45.4337499779556	1	1	1	4	59	3
8	45.4352028924529	1	1	2	5	60	5
5	45.4363552883058	1	1	1	4	58	3
9	45.4380084632919	1	1	1	2	54	6
2	45.4399399033771	1	0	1	2	70	5
0	45.4423770080809	1	1	1	3	72	5
7	45.4483250286919	1	0	1	2	79	3
3	45.464827466805	1	0	1	4	67	6
6	45.48448524629	1	0	1	3	57	5
1	45.505129046787	1	0	1	4	60	3
4	45.5381874256325	1	0	1	1	67	6
7	45.5386234848609	1	0	1	2	80	3
5	45.5394572398125	1	1	1	4	59	3
9	45.5461553117691	1	1	1	2	55	6
4	45.5528955107054	1	0	1	1	68	6
7	45.5652191509923	1	0	1	2	81	3
0	45.5797322803608	1	1	1	3	73	5
1	45.5978293606511	1	0	1	4	61	3
6	45.6162270569673	1	0	1	3	58	5
8	45.640788158538	1	2	2	5	61	4
2	45.6752747093758	1	0	1	2	69	5
3	45.7252208386979	1	0	1	4	68	6
4	45.728331770564	1	0	1	1	69	6
6	45.7312721114629	1	0	1	3	59	5
8	45.7343464710773	1	2	2	5	62	4
2	45.7391725264513	1	0	1	2	68	5
1	45.7451016048924	1	0	1	4	62	3
3	45.7537197901891	1	0	1	4	69	6
5	45.7651917164237	1	1	1	4	60	3
9	45.7880121686519	1	1	1	2	56	6
0	45.8203368478478	1	1	1	3	74	5
7	45.8611682311655	1	0	1	2	82	3
8	45.8617085341564	1	2	2	5	63	4
6	45.8638184889885	1	0	1	3	60	5
7	45.8665137155647	1	0	1	2	83	3
9	45.869995974909	1	1	1	2	57	6
0	45.8753137602205	1	1	1	3	73	5
5	45.884283412687	1	1	1	4	59	3
4	45.8946729642073	1	0	1	1	70	6
1	45.9064097762773	1	0	1	4	61	3
2	45.9210898852641	1	0	1	2	69	5
3	45.9425569041366	1	0	1	4	70	6
0	45.9428994540892	1	1	1	3	74	5
3	45.9450205358978	1	0	1	4	71	6
5	45.9515005992096	1	1	1	4	60	3
2	45.9586443555843	1	0	1	2	70	5
1	45.9684436404448	1	0	1	4	62	3
4	45.9803967158612	1	0	1	1	71	6
6	45.9943100585904	1	0	1	3	61	5
8	46.0175238958861	1	2	2	5	62	4
7	46.0458671356853	1	0	1	2	84	3
9	46.0767319443937	1	1	1	2	58	6
0	46.0791555230342	1	1	1	3	75	5
5	46.0812944792513	1	1	1	4	61	3
8	46.0850552408326	1	2	2	5	61	4
3	46.0899609238211	1	0	1	4	72	6
2	46.0973895028535	1	0	1	2	71	5
1	46.1067411726642	1	0	1	4	61	3
6	46.1180777227808	1	0	1	3	62	5
4	46.1346720395911	1	0	1	1	72	6
9	46.1550694922287	1	1	1	2	57	6
7	46.1797440922189	1	0	1	2	83	3
1	46.1800222082773	1	0	1	4	62	3
7	46.1884060466207	1	0	1	2	82	3
9	46.2006021553195	1	1	1	2	56	6
3	46.2130507111094	1	0	1	4	73	6
2	46.2263069545395	1	0	1	2	72	5
8	46.2405183977924	1	2	2	5	62	4
6	46.2610526319138	1	0	1	3	61	5
4	46.2821699428848	1	0	1	1	73	6
0	46.3127624850265	1	2	1	3	76	4
5	46.3501973945192	1	1	1	4	62	3
2	46.3502499790145	1	0	1	2	71	5
7	46.3506177305051	1	0	1	2	83	3
5	46.3512357915558	1	1	1	4	63	3
6	46.3539817039662	1	0	1	3	60	5
8	46.3575930034083	1	2	2	5	63	4
0	46.3630397741024	1	2	1	3	77	4
4	46.3686139706795	1	0	1	1	74	6
1	46.3758653660577	1	0	1	4	63	3
5	46.3872202697482	1	1	1	4	64	3
9	46.400174201214	1	1	1	2	57	6
3	46.4193894720909	1	0	1	4	74	6
6	46.4208104414672	1	0	1	3	61	5
5	46.4224108829901	1	1	1	4	65	3
4	46.4243488831951	1	0	1	1	75	6
3	46.4276672197545	1	0	1	4	75	6
8	46.4328906262333	1	2	2	5	62	4
0	46.4390134560915	1	2	1	3	78	4
2	46.4475294073152	1	0	1	2	70	5
7	46.4604506176936	1	0	1	2	84	3
5	46.4845384248572	1	1	1	4	66	3
1	46.5210695193189	1	0	1	3	63	3
9	46.5863439888733	1	1	1	2	56	6
2	46.5863609450978	1	0	1	2	71	5
2	46.5869944758822	1	0	1	2	72	5
8	46.5880705708048	1	2	2	5	63	4
5	46.5897275185787	1	1	1	4	67	3
7	46.5919332287383	1	0	1	2	85	3
9	46.596291801158	1	1	1	2	57	6
6	46.6010202832629	1	0	1	3	62	5
1	46.6068755697568	1	0	1	3	64	3
4	46.6155587324981	1	0	1	1	76	6
3	46.6245495166738	1	0	1	4	76	6
0	46.6386462563758	1	2	1	3	79	4
0	46.6448436430298	1	2	1	3	80	4
7	46.6508026774616	1	0	1	2	86	3
1	46.6577468346447	1	0	1	3	63	3
6	46.6696694632635	1	0	1	3	63	5
4	46.6845281384528	1	0	1	1	77	6
9	46.7008499782176	1	1	1	2	56	6
3	46.7204720880479	1	0	1	4	77	6
2	46.7573699671418	1	0	1	2	73	5
5	46.7977097574264	1	1	1	4	68	3
8	46.8505792636067	1	2	2	5	64	4
3	46.851836109149	1	0	1	4	78	6
4	46.8555851979988	1	0	1	1	78	6
9	46.8577882091856	1	1	1	2	57	6
6	46.8604333569172	1	0	1	3	62	5
0	46.8652644777546	1	1	1	3	79	5
2	46.8726637257139	1	0	1	2	74	5
8	46.8801070792476	1	2	2	5	63	4
5	46.8957980653147	1	1	1	4	69	3
1	46.9270541747908	1	0	1	3	64	3
7	46.9759797720114	1	0	1	2	85	3
5	46.9762548626975	1	1	1	4	70	3
6	46.9777027574244	1	0	1	3	61	5
1	46.978656228014	1	0	1	3	65	3
0	46.9813404784879	1	0	1	3	78	6
3	46.9845647798727	1	0	1	4	77	6
8	46.9879041149622	1	2	2	5	64	4
7	46.9913066877859	1	0	1	2	86	3
2	46.9947177486836	1	0	1	2	75	5
9	46.9997806114486	1	2	1	2	58	5
4	47.02523044435	1	0	1	1	79	6
2	47.025271923533	1	0	1	2	76	5
9	47.0253526776621	1	2	1	2	57	5
0	47.0285581046308	1	0	1	3	79	6
8	47.0313041579036	1	1	2	5	63	5
7	47.0383545477932	1	0	1	2	87	3
6	47.049581372278	1	0	1	3	60	5
5	47.0659756186476	1	1	1	4	71	3
1	47.0837232201418	1	0	1	3	66	3
4	47.1055647536239	1	0	1	1	80	6
3	47.1481833822152	1	0	1	4	78	6
5	47.1481895555787	1	1	1	4	72	3
1	47.1490246827177	1	0	1	3	65	3
9	47.1519287653662	1	2	1	2	58	5
0	47.1550312658235	1	0	1	3	80	6
3	47.1597398166939	1	0	1	4	79	6
7	47.1680625445604	1	0	1	2	86	3
2	47.1765970197901	1	0	1	2	77	5
4	47.1861787989199	1	0	1	1	81	6
8	47.208821044436	1	1	2	5	62	5
5	47.2336152821242	1	1	1	4	73	3
6	47.2657037257611	1	0	1	3	61	5
5	47.2674357909871	1	2	1	4	74	2
7	47.269594702653	1	0	1	2	87	3
0	47.2725944775318	1	0	1	3	81	6
1	47.2764999878289	1	0	1	3	66	3
9	47.2814908663438	1	2	1	2	59	5
3	47.2868096109175	1	0	1	4	80	6
4	47.2930875967884	1	0	1	1	82	6
6	47.3082277288356	1	0	1	3	62	5
8	47.3365159703114	1	1	2	5	61	5
2	47.405726745508	1	0	1	2	76	5
4	47.4073270821989	1	0	1	1	83	6
0	47.410492925397	1	0	1	3	82	6
2	47.4154802527789	1	0	1	2	77	5
6	47.4226568424654	1	0	1	3	61	5
9	47.4356251954612	1	2	1	2	58	5
1	47.450154707725	1	0	1	3	67	3
3	47.469528988893	1	0	1	4	81	6
7	47.4907816508364	1	0	1	3	87	3
5	47.5183671088469	1	2	1	4	75	2
8	47.5501587958586	1	1	2	5	62	5
3	47.5505846210124	1	0	1	4	82	6
0	47.551090336621	1	0	1	3	83	6
7	47.555302127015	1	0	1	3	88	3
2	47.5600485021548	1	0	1	2	76	5
6	47.5664517360108	1	0	1	3	60	5
1	47.5751172352882	1	0	1	3	68	3
4	47.5890253924133	1	0	1	1	82	6
5	47.6044625725897	1	2	1	4	76	2
9	47.6218692206146	1	3	1	2	59	4
8	47.639905411035	1	1	2	5	63	5
5	47.6425892273089	1	2	1	4	75	2
4	47.6476289103864	1	0	1	1	83	6
0	47.6543166800527	1	0	1	3	84	6
3	47.663261938387	1	0	1	4	83	6
7	47.6741473996206	1	0	1	3	89	3
9	47.68767331309	1	3	1	2	59	3
8	47.7028970266817	1	1	2	5	64	5
2	47.7226212001531	1	0	1	2	77	5
1	47.7448847922622	1	0	1	3	69	3
6	47.7797261807261	1	0	1	3	59	5
9	47.7798252497212	1	3	1	2	60	3
3	47.780519628757	1	0	1	4	84	6
2	47.7817855325754	1	0	1	2	78	5
8	47.7850464056007	1	1	2	5	65	5
4	47.7889156606741	1	0	1	1	82	6
6	47.7929231342621	1	0	1	3	60	5
9	47.7979014715872	1	3	1	2	61	3
1	47.806813246081	1	0	1	3	68	3
5	47.8184905168362	1	2	1	4	74	2
7	47.8390636746533	1	0	1	3	90	3
0	47.8791932356305	1	0	1	3	85	6
7	47.8792762341234	1	0	1	3	91	3
5	47.8814456993039	1	2	1	4	73	2
0	47.88537758908	1	0	1	3	86	6
9	47.8919071195903	1	3	1	2	60	3
6	47.8985839038412	1	0	1	3	60	4
3	47.90695791126	1	0	1	4	85	6
2	47.9207834591414	1	0	1	2	79	5
4	47.9423993443395	1	0	1	1	83	6
1	47.9651505043055	1	0	1	3	69	3
8	47.9885079701687	1	0	2	5	64	6
7	48.0158080634917	1	0	1	3	92	3
4	48.017133689789	1	0	1	1	84	6
8	48.02037094005	1	0	2	5	63	6
7	48.0245352139007	1	0	1	3	91	3
9	48.0297358341757	1	3	1	2	61	3
2	48.0361877775993	1	0	1	2	80	5
0	48.0428456587958	1	0	1	3	87	6
5	48.0584484402332	1	2	1	4	74	2
3	48.0761673998329	1	0	1	4	86	6
1	48.0978016823772	1	0	1	3	70	3
6	48.1447428807858	1	0	1	3	61	4
8	48.1459579094496	1	0	2	5	64	6
7	48.1471290195311	1	0	1	3	92	3
4	48.1486410573541	1	0	1	1	85	6
0	48.1503871879957	1	0	1	3	88	6
2	48.1537034826304	1	0	1	2	81	5
6	48.1575265513218	1	0	1	3	62	4
5	48.1636244124218	1	2	1	4	75	2
1	48.1774331592439	1	0	1	3	71	3
9	48.2049429733722	1	2	1	2	60	4
3	48.2380496059029	1	0	1	4	87	6
0	48.2394210882028	1	0	1	3	89	6
3	48.2408601716868	1	0	1	4	88	6
1	48.2423463749708	1	0	1	3	72	3
4	48.2475924344742	1	0	1	1	86	6
9	48.2555290257567	1	2	1	2	61	4
8	48.264293190279	1	0	2	5	65	6
6	48.2735180865982	1	0	1	3	61	4
7	48.2840056942785	1	0	1	3	93	3
5	48.2972011912623	1	2	1	4	76	2
2	48.3309478882709	1	0	1	2	82	5
3	48.3315051451618	1	0	1	4	87	6
8	48.3342681573531	1	0	2	5	64	6
0	48.3373959639403	1	0	1	3	90	6
1	48.3406618879935	1	0	1	3	73	3
2	48.3460449240929	1	0	1	2	81	5
4	48.3594020362771	1	0	1	1	87	6
7	48.3755549248135	1	0	1	3	92	3
9	48.3917813207781	1	2	1	2	62	4
5	48.4264903459525	1	2	1	4	77	2
6	48.4876593705094	1	0	1	3	62	4
3	48.4877995884426	1	0	1	4	88	6
0	48.4880657231815	1	0	1	3	91	6
7	48.4885624304561	1	0	1	3	93	3
9	48.4890852026556	1	1	1	2	61	5
1	48.4905946363842	1	0	1	3	74	3
2	48.4950905472188	1	0	1	2	82	5
4	48.5021314068845	1	0	1	1	86	6
5	48.5106862352377	1	2	1	4	78	2
6	48.5203811579531	1	0	1	3	63	4
8	48.5415165365821	1	0	2	5	65	6
3	48.5633842625803	1	0	1	4	89	6
1	48.5641206055852	1	0	1	3	75	3
2	48.5659683166277	1	0	1	2	83	5
3	48.5685133159832	1	0	1	4	88	6
6	48.571456772389	1	0	1	3	62	4
8	48.5775274370071	1	0	2	5	66	6
4	48.5852958160658	1	0	1	1	85	6
7	48.5941379937549	1	0	1	3	94	3
5	48.615764639454	1	2	1	4	77	2
0	48.6441822081079	1	0	1	3	90	6
9	48.6868394567837	1	1	1	2	60	5
3	48.6903477409769	1	0	1	4	89	6
9	48.6970382100817	1	1	1	2	61	5
5	48.7041478209112	1	2	1	4	78	2
7	48.7112633461047	1	0	1	3	95	3
2	48.7203629301775	1	0	1	2	84	5
8	48.7297490850006	1	0	2	5	67	6
4	48.7413658803243	1	0	1	1	86	6
0	48.7572345459748	1	0	1	3	91	6
1	48.7768840851177	1	0	1	3	76	3
6	48.8114806512285	1	0	1	3	63	4
8	48.8115757698515	1	0	2	5	68	6
7	48.8117839717279	1	0	1	3	96	3
0	48.8121321338085	1	0	1	3	90	6
5	48.8131011264604	1	2	1	4	79	2
1	48.8154160197564	1	0	1	3	75	3
2	48.8177311805748	1	0	1	2	83	5
4	48.820820939608	1	0	1	1	87	6
6	48.8240554396734	1	0	1	3	64	4
3	48.8275397451334	1	0	1	4	90	6
5	48.833876622256	1	2	1	4	80	2
9	48.8546441750341	1	1	1	2	62	5
0	48.8547363381704	1	0	1	3	91	6
9	48.8553415711258	1	1	1	2	63	5
2	48.8565950171078	1	0	1	2	84	5
1	48.859039163076	1	0	1	3	76	3
0	48.8620488160277	1	0	1	3	90	6
7	48.8675770481104	1	0	1	3	95	3
5	48.8741527722204	1	2	1	4	81	2
8	48.8873010483558	1	0	2	5	69	6
3	48.9014233808021	1	0	1	4	91	6
4	48.9223401575337	1	0	1	1	88	6
6	48.948434547613	1	0	1	3	65	4
3	48.9486801372595	1	0	1	4	92	6
2	48.9497234035271	1	0	1	2	85	5
6	48.95174878938	1	0	1	3	66	4
7	48.9541826512186	1	0	1	3	96	3
8	48.9619846254109	1	0	2	5	70	6
3	48.9739068274839	1	0	1	4	93	6
0	48.9865285412861	1	0	1	3	91	6
9	49.000663954158	1	1	1	2	64	5
1	49.0219392304762	1	1	1	3	77	2
4	49.0455215436859	1	0	1	1	89	6
5	49.0696508449955	1	2	1	4	80	2
7	49.0700372984911	1	1	1	3	96	3
4	49.0723772631654	1	0	1	1	90	6
0	49.0757449002167	1	0	1	3	90	6
1	49.0803197187533	1	1	1	3	78	2
2	49.0859847071742	1	0	1	3	85	5
9	49.0919621287076	1	1	1	2	63	5
8	49.1025270790024	1	0	2	5	71	6
3	49.1146450888527	1	0	1	4	92	6
6	49.1359420463605	1	0	1	3	67	4
5	49.1747624509198	1	1	1	4	79	3
3	49.1752606468272	1	0	1	4	91	6
9	49.1784631059036	1	1	1	2	64	5
4	49.1824755201578	1	0	1	1	90	5
6	49.1891675157003	1	0	1	3	68	4
5	49.1972428172358	1	1	1	4	78	3
8	49.2053961570837	1	0	2	5	72	6
7	49.2192949581422	1	1	1	3	97	3
2	49.2338137946554	1	0	1	3	86	5
1	49.2491255601399	1	1	1	3	79	2
0	49.2659757894926	1	0	1	3	91	6
0	49.2676930607176	1	0	1	3	92	6
8	49.2707897562414	1	0	2	5	71	6
9	49.2781595948964	1	0	1	2	63	6
3	49.2872092982634	1	0	1	4	90	6
7	49.2965480673938	1	1	1	3	98	3
6	49.3062525585174	1	1	1	3	68	4
5	49.3205982342242	1	1	1	4	79	3
1	49.3381304208069	1	1	1	3	80	2
2	49.3580707356214	1	0	1	3	87	5
4	49.3780152842282	1	0	1	1	91	5
7	49.3784584576842	1	1	1	3	99	3
4	49.3837906109166	1	0	1	1	92	5
2	49.3886915488165	1	0	1	3	86	5
8	49.3972382169213	1	0	2	5	72	6
6	49.40611320883	1	1	1	3	69	4
1	49.4180574720722	1	1	1	3	79	2
5	49.431871850602	1	1	1	4	80	3
0	49.4606267647814	1	0	1	3	91	6
3	49.4925680706274	1	0	1	4	89	6
9	49.5280817957591	1	0	1	2	64	6
7	49.5291726380583	1	1	1	3	100	3
0	49.5328585244479	1	0	1	3	92	6
4	49.5354342120463	1	0	1	1	93	5
5	49.5383489676515	1	1	1	4	81	3
1	49.5438446309181	1	1	1	3	78	2
2	49.5513250794957	1	0	1	3	87	5
8	49.5628121546233	1	0	2	5	71	6
6	49.5808271257902	1	1	1	3	70	4
3	49.6091576996023	1	0	1	4	90	6
9	49.6381736951644	1	0	1	2	65	6
6	49.6387014747361	1	1	1	3	71	4
4	49.6397620438129	1	0	1	1	94	5
8	49.6422588244077	1	0	2	5	72	6
7	49.6506287926804	1	1	1	3	99	3
5	49.6594401920211	1	0	1	4	80	4
1	49.6730002319437	1	0	1	3	77	3
0	49.6884648935866	1	0	1	3	93	6
9	49.7045297237109	1	0	1	2	66	6
2	49.7216783879321	1	0	1	3	88	5
3	49.7457090025764	1	0	1	4	91	6
4	49.7717548465353	1	0	1	1	93	5
9	49.7721045303479	1	0	1	2	67	6
2	49.7725631225767	1	0	1	3	89	5
3	49.7739908095828	1	0	1	4	90	6
6	49.7773870631499	1	1	1	3	70	4
0	49.7810875555879	1	0	1	3	94	6
1	49.7848223023029	1	0	1	3	78	3
7	49.7896750614891	1	0	1	3	98	4
8	49.7997662517155	1	0	2	5	71	6
4	49.8155609535897	1	0	1	1	94	5
5	49.8409034906799	1	0	1	4	81	4
5	49.8409288836028	1	0	1	4	80	4
6	49.8422626689626	1	1	1	3	71	4
3	49.8435529712206	1	0	1	4	91	6
4	49.8452696029181	1	0	1	1	95	5
8	49.8470887599597	1	0	2	5	72	6
9	49.8534265562976	1	0	1	2	68	6
0	49.8607462478885	1	0	1	3	95	6
7	49.8683966698209	1	0	1	3	99	4
2	49.8761013282547	1	0	1	3	88	5
1	49.8879506627181	1	0	1	3	79	3
7	49.890750001372	1	0	1	3	100	4
8	49.8948205720644	1	0	2	5	73	6
9	49.8990298781555	1	0	1	2	67	6
5	49.90343403509	1	0	1	4	79	4
