cell	t	lasR	LasR	lasI	LasI	AI1	LasRAI1
5	55.1417639213828	1	1	1	2	126	3
9	55.1431673381226	1	1	1	1	93	5
4	55.1451801462313	1	0	1	1	125	5
8	55.1524298400832	1	0	2	4	103	5
1	55.1615157681731	1	0	1	4	105	3
7	55.1713361027864	1	1	1	4	111	5
0	55.1839567055208	1	1	1	3	124	5
6	55.2011484527243	1	0	1	3	95	5
2	55.2269962937785	1	1	1	4	102	4
0	55.2270724783225	1	1	1	3	125	5
9	55.2273252739028	1	1	1	1	94	5
4	55.2278611377037	1	0	1	1	126	5
5	55.2294008285894	1	1	1	2	125	3
2	55.2311166901995	1	1	1	4	101	4
7	55.2355564553213	1	1	1	4	110	5
8	55.2403765791019	1	0	2	4	104	5
6	55.2464549094361	1	0	1	3	94	5
9	55.253944704767	1	1	1	1	95	5
1	55.2756477300932	1	0	1	4	106	3
3	55.3076618653645	1	0	1	3	122	6
5	55.3089807832362	1	1	1	2	126	3
9	55.3100260185524	1	1	1	1	96	5
3	55.311432287584	1	0	1	3	121	6
0	55.3134592608762	1	1	1	3	124	5
4	55.3167809266811	1	1	1	1	127	4
8	55.3262213031044	1	0	2	4	105	5
6	55.3369801538279	1	0	1	3	95	5
2	55.3497259598439	1	1	1	4	102	4
1	55.3640354955783	1	0	1	4	107	3
7	55.3787592789372	1	1	1	4	111	5
8	55.378840051198	1	0	2	4	104	5
9	55.3812519145863	1	1	1	1	97	5
1	55.3841760639766	1	0	1	4	108	3
7	55.3876856429702	1	1	1	4	110	5
0	55.3918515787659	1	1	1	3	125	5
2	55.3980491481921	1	1	1	4	103	4
5	55.4057399871958	1	1	1	2	127	3
4	55.4141966466991	1	1	1	1	128	4
3	55.4287535389153	1	0	1	3	122	6
6	55.445934214556	1	0	1	3	96	5
6	55.4460481011188	1	0	1	3	97	5
2	55.4464740101389	1	1	1	4	102	4
5	55.4488507982019	1	1	1	2	128	3
0	55.4525239407226	1	1	1	3	126	5
8	55.4563360626485	1	0	2	4	105	5
3	55.4631604009915	1	0	1	3	123	6
1	55.4703660721566	1	0	1	4	107	3
4	55.4786722932618	1	1	1	1	127	4
7	55.4924322872098	1	1	1	4	111	5
9	55.5061968688528	1	1	1	1	98	5
6	55.5062008795621	1	0	1	3	98	5
5	55.5072531569576	1	1	1	2	129	3
7	55.5091687147333	1	1	1	4	112	5
2	55.5116971034849	1	1	1	5	102	4
9	55.5145323953884	1	1	1	1	97	5
8	55.5195883486713	1	0	2	4	106	5
0	55.5277710940982	1	1	1	3	127	5
3	55.536459466658	1	0	1	3	124	6
1	55.5456953525836	1	0	1	4	108	3
6	55.5561876252586	1	0	1	3	99	5
4	55.5680102829183	1	1	1	1	128	4
6	55.5701899943933	1	0	1	3	100	5
4	55.5724280680124	1	1	1	1	127	4
7	55.5749492101431	1	1	1	4	111	5
5	55.5776907278751	1	0	1	2	128	4
3	55.5823383939978	1	0	1	3	125	6
1	55.5874060717006	1	0	1	4	109	3
0	55.5929006686029	1	1	1	3	128	5
9	55.6032147271153	1	2	1	1	98	4
2	55.6390745577928	1	1	1	5	103	4
8	55.6907539752838	1	0	2	4	107	5
2	55.6909076064594	1	1	1	5	104	4
9	55.6949891055237	1	2	1	1	97	4
8	55.6992787502941	1	0	2	4	108	5
7	55.7042816619623	1	1	1	4	112	5
0	55.7104385884713	1	0	1	3	128	5
4	55.7225051054966	1	1	1	1	128	4
3	55.7348447282102	1	0	1	3	126	6
6	55.749450019398	1	0	1	3	101	5
1	55.764169815765	1	0	1	4	108	3
5	55.7791251380231	1	0	1	2	129	4
8	55.7791889289701	1	0	2	4	109	5
4	55.7794701318389	1	2	1	1	128	4
5	55.7806804223119	1	0	1	2	128	4
2	55.7864469421229	1	1	1	5	105	4
3	55.7934607971592	1	0	1	3	127	6
6	55.8012960037349	1	0	1	3	100	5
0	55.809763590446	1	0	1	3	127	5
8	55.8252457423268	1	0	2	4	110	5
7	55.8448761055379	1	1	1	4	113	5
1	55.8752686629205	1	0	1	4	109	3
9	55.9075754905252	1	2	1	1	96	4
4	55.9081965820706	1	2	1	1	129	4
9	55.9085784777899	1	2	1	1	95	4
6	55.9091264505305	1	0	1	3	99	5
8	55.9098998846503	1	0	2	4	111	5
3	55.9109380204945	1	0	1	3	126	6
0	55.9123071823751	1	0	1	3	126	5
7	55.9138338718813	1	1	1	4	113	4
2	55.9159611346449	1	1	1	5	106	4
5	55.9186473101627	1	0	1	2	129	4
1	55.9308011498551	1	0	1	4	108	3
2	55.9331453936366	1	1	1	5	107	4
6	55.9410668295068	1	0	1	3	100	5
1	55.9496619170723	1	0	1	4	109	3
0	55.9588406039593	1	0	1	3	127	5
8	55.9681550394935	1	0	2	4	112	5
7	55.9811569694621	1	1	1	4	114	4
4	55.9975418299628	1	2	1	1	130	4
9	56.0150260385317	1	2	1	1	96	4
5	56.0352949500275	1	0	1	2	130	4
3	56.0595181901199	1	1	1	3	127	5
8	56.0600201178795	1	0	2	4	113	5
7	56.0613379372271	1	1	1	4	113	4
6	56.0650137829116	1	0	1	3	99	5
5	56.0695887402153	1	0	1	2	131	4
2	56.0758175215206	1	1	1	5	108	4
3	56.0841552092215	1	1	1	3	128	5
9	56.0935215892723	1	2	1	1	95	4
0	56.1032012438855	1	0	1	3	126	5
1	56.1142293213388	1	0	1	4	110	3
4	56.1300576011172	1	2	1	1	131	4
0	56.131609985624	1	0	1	3	127	5
5	56.1330440771026	1	0	1	2	132	4
9	56.1359675431349	1	2	1	1	96	4
1	56.1393631368601	1	0	1	4	111	3
8	56.1432583038886	1	0	2	4	114	5
6	56.147180590332	1	0	1	3	99	4
7	56.1528804376912	1	1	1	4	114	4
2	56.1604435062227	1	1	1	5	107	4
3	56.1724024694604	1	1	1	3	127	5
4	56.1855440708068	1	2	1	1	132	4
3	56.1856051473342	1	1	1	3	126	5
0	56.1859667783474	1	0	1	3	128	5
7	56.1865280480461	1	1	1	4	115	4
0	56.1877818090479	1	0	1	3	129	5
5	56.190582280663	1	0	1	2	131	4
1	56.1949844883393	1	0	1	4	112	3
4	56.1996084155153	1	2	1	1	133	4
6	56.2054844407003	1	0	1	3	100	4
8	56.2120121397647	1	0	2	4	115	5
9	56.2191814441803	1	2	1	1	97	4
2	56.2321700590301	1	1	1	5	108	4
3	56.2322114978642	1	1	1	3	127	5
2	56.2325928682885	1	1	1	5	109	4
4	56.2355323999846	1	2	1	1	132	4
6	56.2381928267614	1	0	1	3	101	4
1	56.2418841344961	1	0	1	4	113	3
8	56.2460340655134	1	0	2	4	116	5
9	56.2504816602641	1	2	1	1	98	4
0	56.2572961591841	1	0	1	3	128	5
5	56.2671787210465	1	0	1	2	132	4
7	56.309235680169	1	1	1	4	116	4
7	56.3096341916144	1	1	1	4	117	4
8	56.3104791995038	1	0	2	4	117	5
5	56.3113551924953	1	0	1	2	131	4
6	56.3126513591751	1	0	1	3	102	4
3	56.3167892616957	1	1	1	3	126	5
2	56.3210081082552	1	0	1	5	109	4
0	56.3254871942818	1	0	1	3	129	5
9	56.3328951715275	1	2	1	1	99	4
7	56.3455299350217	1	1	1	4	116	4
1	56.3601941481948	1	0	1	4	114	3
4	56.3956256822466	1	2	1	1	133	4
9	56.3959045788988	1	2	1	1	98	4
6	56.3974202788859	1	0	1	3	103	4
0	56.3992514870088	1	0	1	3	130	5
2	56.401502631973	1	0	1	5	110	4
4	56.4039298807229	1	2	1	1	134	4
1	56.4067951505031	1	0	1	4	115	3
3	56.4147135148714	1	1	1	3	127	5
5	56.4264590497087	1	0	1	2	130	4
8	56.4462603702168	1	0	2	4	118	5
7	56.4741816109936	1	1	1	4	117	4
5	56.4745369235216	1	1	1	2	131	3
3	56.474885802284	1	0	1	3	126	6
8	56.4767574679909	1	0	2	4	119	5
4	56.4813055976165	1	2	1	1	135	4
9	56.4870522751344	1	2	1	1	99	4
0	56.4928598662709	1	0	1	3	131	5
6	56.499014535254	1	0	1	3	104	4
7	56.5058020295446	1	1	1	4	116	4
2	56.5183596366887	1	0	1	5	111	4
1	56.544504098395	1	0	1	4	116	3
4	56.5457388386467	1	2	1	1	136	4
9	56.5469387292733	1	2	1	1	100	4
3	56.5488914001371	1	0	1	3	127	6
5	56.5523315047949	1	0	1	2	130	4
0	56.5580519409023	1	0	1	3	132	5
2	56.5649994233727	1	0	1	5	110	4
1	56.5740641554921	1	0	1	4	117	3
8	56.5833688503235	1	0	2	4	118	5
7	56.5973121406614	1	1	1	4	117	4
6	56.6119798686459	1	0	1	3	105	4
1	56.6120788053167	1	0	1	4	118	3
7	56.6128326731641	1	1	1	4	118	4
3	56.6140632458637	1	0	1	3	128	6
9	56.6163891764963	1	2	1	1	101	4
5	56.6201166367764	1	0	1	2	131	4
2	56.6238569099596	1	0	1	5	111	4
4	56.6309860147676	1	2	1	1	137	4
0	56.6421014251328	1	0	1	3	133	5
6	56.6546297542891	1	0	1	3	106	4
8	56.6692840851983	1	0	2	4	119	5
8	56.6694734494749	1	0	2	4	118	5
2	56.6698331062298	1	0	1	5	112	4
5	56.670356213589	1	0	1	2	132	4
1	56.6720089597011	1	0	1	4	119	3
7	56.6736931172281	1	1	1	4	119	4
0	56.6761807019438	1	0	1	3	134	5
4	56.6862340860616	1	2	1	1	138	4
3	56.7002432535019	1	0	1	3	129	6
9	56.7203856373753	1	2	1	1	102	4
6	56.7408297157463	1	0	1	3	105	4
2	56.7409057974737	1	0	1	5	113	4
1	56.7410062082936	1	0	1	4	120	3
7	56.7418682734724	1	1	1	4	120	4
3	56.7428400260405	1	0	1	3	130	6
2	56.7438950967053	1	0	1	5	114	4
9	56.7451033771513	1	2	1	1	103	4
0	56.7477650330411	1	0	1	3	133	5
6	56.7507780094175	1	0	1	3	106	4
4	56.7598879432781	1	2	1	1	139	4
8	56.7810117958588	1	0	2	4	119	5
5	56.8175384534998	1	0	1	2	131	4
5	56.8182895150758	1	0	1	2	130	4
9	56.8197285037977	1	2	1	1	104	4
6	56.822212359265	1	0	1	3	107	4
0	56.8247003661027	1	0	1	3	132	5
2	56.8277739136038	1	0	1	5	115	4
7	56.832129613359	1	1	1	4	121	4
4	56.836756110054	1	2	1	1	140	4
8	56.8415400184249	1	1	2	4	120	4
1	56.8500870739599	1	0	1	4	121	3
3	56.8731455927273	1	0	1	3	129	6
7	56.8736502343754	1	1	1	4	122	4
0	56.8756498635712	1	0	1	3	133	5
3	56.8783043689991	1	0	1	3	130	6
1	56.8812035305391	1	0	1	4	122	3
4	56.8843047630007	1	2	1	1	139	4
6	56.8930657638202	1	0	1	3	108	4
9	56.9035474371131	1	2	1	1	105	4
2	56.9145914671908	1	0	1	5	116	4
8	56.928563935865	1	1	2	4	119	4
5	56.9448227493058	1	0	1	2	131	4
8	56.9456256455096	1	1	2	5	119	4
9	56.9464497515519	1	1	1	1	105	4
2	56.9473541884736	1	0	1	5	115	4
1	56.9487362402078	1	0	1	4	121	3
3	56.9505678400683	1	0	1	3	131	6
5	56.954285754292	1	0	1	2	132	4
4	56.9583755032445	1	2	1	1	140	4
7	56.9655314408528	1	1	1	4	123	4
6	56.9761288542586	1	0	1	3	109	4
0	56.990199928573	1	0	1	3	134	5
9	56.9903017336264	1	1	1	1	106	4
2	56.9904046304373	1	0	1	5	116	4
0	56.9941262574075	1	0	1	3	135	5
5	56.9976156017883	1	0	1	2	133	4
3	57.0014146714611	1	0	1	3	132	6
7	57.0062422346464	1	1	1	4	124	4
6	57.0122574404022	1	0	1	3	108	4
1	57.0184790626308	1	0	1	4	122	3
8	57.0253184888652	1	1	2	5	118	4
4	57.0362054197258	1	2	1	1	141	4
5	57.0379713062221	1	0	1	2	134	4
2	57.0394858856244	1	0	1	5	115	4
6	57.0420198266884	1	0	1	3	109	4
0	57.0450120585529	1	0	1	3	136	5
3	57.0510931572435	1	0	1	3	133	6
8	57.0581678793324	1	1	2	5	117	4
4	57.0657573778672	1	2	1	1	140	4
1	57.0751529315976	1	0	1	4	123	3
7	57.085169125211	1	1	1	4	125	4
9	57.0985475823773	1	1	1	1	107	4
6	57.0986233071972	1	0	1	3	108	4
4	57.0987257097668	1	2	1	2	140	4
3	57.0998200052645	1	0	1	3	134	6
7	57.1010520444479	1	1	1	4	126	4
0	57.1049823486474	1	0	1	3	135	5
9	57.1127203940641	1	1	1	1	108	4
5	57.1246554688778	1	0	1	2	135	4
1	57.1376408939477	1	0	1	4	124	3
2	57.1537242182758	1	0	1	5	116	4
8	57.1844147485908	1	1	2	5	116	4
4	57.1846777112814	1	2	1	2	141	4
3	57.1848902519423	1	0	1	3	135	6
0	57.1854303708396	1	0	1	3	134	5
5	57.1889051982298	1	0	1	2	134	4
6	57.1927062064506	1	0	1	3	109	4
8	57.1983446838431	1	1	2	5	117	4
2	57.205637224587	1	0	1	5	117	4
7	57.2151451377295	1	1	1	4	127	4
9	57.2275637189023	1	1	1	1	109	4
1	57.2472658740453	1	0	1	4	125	3
0	57.2472992312733	1	0	1	3	135	5
3	57.2475375378317	1	1	1	3	136	5
9	57.2487309587932	1	1	1	1	110	4
5	57.2506918405461	1	0	1	2	135	4
0	57.2528918733633	1	0	1	3	136	5
2	57.2569338557123	1	0	1	5	118	4
8	57.2642728303372	1	1	2	5	118	4
6	57.2763933603464	1	0	1	3	110	4
4	57.2902036205678	1	2	1	2	142	4
7	57.3075421255826	1	1	1	4	128	4
1	57.3250708811729	1	0	1	4	126	3
2	57.3251441938819	1	0	1	5	119	4
4	57.3262260812235	1	2	1	2	143	4
9	57.3290510093693	1	1	1	1	109	4
6	57.3319926911399	1	0	1	3	111	4
3	57.3351951690756	1	1	1	3	137	5
7	57.338769340412	1	1	1	4	129	4
1	57.3456137375806	1	0	1	4	127	3
5	57.3572471951966	1	0	1	2	136	4
8	57.3698907252301	1	1	2	5	119	4
0	57.3838262166728	1	0	1	3	137	5
3	57.385742818723	1	1	1	3	138	5
5	57.3878746917662	1	0	1	2	137	4
1	57.3927913890411	1	0	1	4	126	3
0	57.399018185698	1	0	1	3	138	5
8	57.4067459698026	1	1	2	5	120	4
4	57.4146627499913	1	1	1	2	142	5
2	57.4227330316981	1	0	1	5	120	4
7	57.4316424452891	1	1	1	4	130	4
9	57.4411188229178	1	1	1	1	108	4
6	57.4566471814369	1	0	1	3	112	4
8	57.4573764220304	1	1	2	5	121	4
2	57.4583626222056	1	0	1	4	120	4
3	57.4600603883346	1	1	1	3	139	5
6	57.4630908016306	1	1	1	3	112	4
1	57.467193781883	1	0	1	4	127	3
9	57.471602600087	1	1	1	1	109	4
0	57.4812556794104	1	0	1	3	137	5
7	57.4912535520461	1	1	1	4	131	4
5	57.5057286797282	1	0	1	2	138	4
4	57.5253391685155	1	1	1	2	141	5
9	57.5256103983747	1	1	1	1	110	4
7	57.5261529692116	1	1	1	4	130	4
5	57.5275767031026	1	0	1	2	137	4
4	57.5296573280257	1	1	1	2	140	5
6	57.5317714777675	1	1	1	3	113	4
8	57.5360274063323	1	1	2	5	120	4
3	57.5405793143336	1	1	1	3	140	5
2	57.5458233402942	1	0	1	4	121	4
0	57.5531069524486	1	0	1	3	138	5
1	57.5612422367458	1	0	1	4	128	3
9	57.5700353961338	1	1	1	1	111	4
7	57.5705495369521	1	1	1	4	131	4
6	57.5724453125049	1	1	1	3	114	4
1	57.5740683561789	1	0	1	4	127	3
4	57.5761087980254	1	1	1	2	139	5
9	57.5825357303156	1	1	1	1	112	4
2	57.5917957393585	1	0	1	5	121	4
0	57.6015284747018	1	0	1	3	139	5
8	57.6118533942981	1	1	2	5	119	4
5	57.6239534985407	1	0	1	2	136	4
3	57.6485953830315	1	1	1	3	141	5
4	57.6490578397688	1	1	1	2	140	5
6	57.6512104829353	1	1	1	3	115	4
1	57.6553238497627	1	0	1	4	128	3
5	57.6602148402062	1	0	1	2	137	4
8	57.6659897805703	1	1	2	5	118	4
7	57.6718554508452	1	1	1	4	130	4
2	57.6779964102943	1	0	1	5	122	4
3	57.6873092001815	1	1	1	3	140	5
9	57.6999128174548	1	1	1	1	113	4
0	57.7136658032005	1	0	1	3	140	5
8	57.7149942529695	1	1	2	6	118	4
4	57.7181079306947	1	1	1	2	141	5
9	57.7220023012096	1	1	1	1	114	4
3	57.7259568626369	1	1	1	3	139	5
2	57.7306606004322	1	0	1	5	123	4
6	57.7370802874984	1	1	1	3	116	4
1	57.7480939285206	1	0	1	4	129	3
5	57.7659081028151	1	0	1	2	138	4
7	57.7840506390976	1	1	1	4	131	4
0	57.8027724896865	1	0	1	3	141	5
9	57.8029132840793	1	1	1	1	113	4
2	57.80311963648	1	0	1	5	123	3
0	57.8034223937329	1	0	1	3	142	5
6	57.8037984627199	1	1	1	3	117	4
5	57.8044885466707	1	0	1	2	139	4
8	57.8055313461127	1	1	2	6	119	4
8	57.8066081318439	1	1	2	6	120	4
3	57.8099243058723	1	1	1	3	138	5
7	57.8163860076938	1	1	1	4	132	4
1	57.8248222852026	1	0	1	4	130	3
4	57.8339532902364	1	1	1	2	142	5
2	57.8340706587014	1	0	1	5	124	3
7	57.8347035976885	1	1	1	4	131	4
0	57.8359536339822	1	0	1	3	143	5
9	57.837537606928	1	1	1	1	114	4
1	57.8392970260293	1	0	1	4	131	3
5	57.841919372423	1	0	1	2	140	4
4	57.8453265864928	1	2	1	2	143	4
3	57.8501339595359	1	1	1	3	139	5
6	57.8564446301725	1	1	1	3	118	4
8	57.8636456936192	1	1	2	6	121	4
4	57.863692702399	1	2	1	2	144	4
4	57.8640223673365	1	2	1	2	145	4
9	57.8647178852052	1	1	1	1	113	4
0	57.8656934758119	1	0	1	3	142	5
2	57.8673533851916	1	0	1	5	125	3
5	57.8697127021087	1	0	1	2	141	4
6	57.8726321292279	1	1	1	3	119	4
8	57.8777836026793	1	1	2	6	122	4
7	57.885276449023	1	0	1	4	130	5
1	57.8943006294949	1	0	1	4	132	3
3	57.9066099804995	1	1	1	3	138	5
1	57.906743146531	1	0	1	4	133	3
6	57.9097554104455	1	0	1	3	118	5
0	57.9122215305042	1	0	1	3	143	5
8	57.9156545626984	1	1	2	6	123	4
9	57.9196688088641	1	1	1	1	114	4
5	57.9243884527177	1	0	1	2	140	4
3	57.9307733637334	1	1	1	3	139	5
7	57.9375646052004	1	0	1	4	131	5
4	57.9475768080965	1	2	1	2	144	4
2	57.9584534348041	1	0	1	5	126	3
1	57.9590079853597	1	0	1	4	132	3
5	57.9601292999514	1	0	1	2	141	4
6	57.9614480212849	1	0	1	3	117	5
4	57.9630884929147	1	2	1	2	145	4
9	57.9660504572612	1	1	1	1	115	4
0	57.9708572947939	1	0	1	3	144	5
3	57.9762854800147	1	1	1	3	140	5
2	57.9820368066949	1	0	1	5	127	3
8	57.9881979683933	1	1	2	6	124	4
7	57.9983242350218	1	0	1	4	132	5
3	57.9984317675708	1	1	1	3	141	5
8	57.9997155189058	1	1	2	6	125	4
2	58.0011581587614	1	0	1	5	128	3
0	58.003238553415	1	0	1	3	145	5
5	58.0100565941548	1	0	1	2	142	4
4	58.0170208334466	1	2	1	2	146	4
7	58.0246840391783	1	0	1	4	131	5
9	58.0386462949691	1	1	1	1	116	4
1	58.053615258309	1	1	1	4	132	3
6	58.0689918466387	1	0	1	3	118	5
2	58.0707472712684	1	0	1	5	127	3
8	58.0732683419201	1	1	2	6	126	4
3	58.0765864971045	1	1	1	3	142	5
5	58.0810372807036	1	0	1	2	143	4
9	58.0874556415665	1	1	1	1	117	4
6	58.0946293469469	1	0	1	3	117	5
0	58.1040072102051	1	0	1	3	146	5
4	58.113686474594	1	2	1	2	145	4
1	58.1319891760077	1	1	1	4	131	3
7	58.1576027354176	1	0	1	5	131	5
9	58.1578764679007	1	1	1	1	116	4
1	58.1586118079003	1	1	1	4	132	3
7	58.1604984221494	1	0	1	5	130	5
0	58.163447452288	1	1	1	3	147	4
3	58.1681433939821	1	1	1	3	141	5
2	58.1737478357254	1	0	1	5	128	3
8	58.1825441457777	1	1	2	6	125	4
4	58.193051978059	1	2	1	2	146	4
5	58.2078250190689	1	0	1	2	144	4
6	58.2440045467092	1	0	1	3	118	5
0	58.2448910885587	1	1	1	3	148	4
9	58.2474718371968	1	1	1	1	115	4
7	58.2498857587207	1	0	1	5	131	5
3	58.2529584349695	1	1	1	4	141	5
5	58.2573504507172	1	0	1	2	145	4
6	58.263675762676	1	0	1	3	119	5
4	58.2710868742879	1	2	1	2	147	4
2	58.2856967736598	1	0	1	5	129	3
8	58.301372137722	1	1	2	6	126	4
1	58.3178478301134	1	1	1	4	131	3
7	58.3186621132054	1	0	1	5	130	5
5	58.3208351744552	1	0	1	2	144	4
2	58.3249638512943	1	0	1	5	130	3
9	58.3295461069074	1	1	1	1	116	4
3	58.3354661016938	1	1	1	4	141	4
6	58.3420321079184	1	0	1	3	120	5
8	58.3499556597535	1	1	2	6	127	4
4	58.3596396459479	1	2	1	2	148	4
1	58.3703134147663	1	1	1	4	130	3
0	58.3917788243134	1	1	1	3	149	4
2	58.3924401023332	1	0	1	5	131	3
7	58.393053628658	1	0	1	5	129	5
9	58.3953165890789	1	1	1	1	117	4
6	58.3993793217605	1	0	1	3	121	5
0	58.4046633782937	1	1	1	3	150	4
5	58.4104990455462	1	0	1	2	143	4
8	58.4167999112187	1	1	2	6	128	4
1	58.4250448783068	1	1	1	4	131	3
4	58.4333675493626	1	2	1	2	149	4
3	58.4501633242844	1	1	1	4	140	4
3	58.4520043501916	1	1	1	4	141	4
2	58.4539931676636	1	0	1	5	132	3
7	58.4574934464699	1	0	1	5	130	5
5	58.4616500839411	1	0	1	2	144	4
9	58.4661080121814	1	1	1	1	118	4
4	58.4730288388028	1	2	1	2	150	4
1	58.4806382164179	1	1	1	4	132	3
8	58.4887571383088	1	1	2	6	129	4
6	58.5001862097352	1	0	1	3	122	5
0	58.517527737823	1	1	1	3	151	4
6	58.5180485258707	1	0	1	3	123	5
7	58.5188040542662	1	0	1	5	129	5
5	58.5205475337816	1	0	1	2	145	4
4	58.5239142995806	1	2	1	2	149	4
3	58.5284072543973	1	1	1	4	142	4
0	58.536517933152	1	1	1	3	150	4
9	58.545523494623	1	1	1	1	117	4
8	58.5549435998792	1	1	2	6	130	4
2	58.5822149171972	1	0	1	5	131	3
1	58.6236534110749	1	1	1	4	133	3
3	58.6249539726077	1	1	1	4	143	4
8	58.6257531436522	1	1	2	6	131	4
0	58.6269173476276	1	1	1	3	149	4
4	58.6282688742167	1	2	1	2	150	4
2	58.6336768129504	1	0	1	5	132	3
6	58.6392511068507	1	0	1	3	124	5
9	58.6477770614101	1	1	1	1	118	4
1	58.6566069326027	1	1	1	4	132	3
5	58.6657007024287	1	0	1	2	146	4
7	58.6750871617942	1	0	1	5	128	5
5	58.6762370710449	1	1	1	2	147	3
9	58.677155959881	1	1	1	1	119	4
3	58.6795677549626	1	0	1	4	142	5
6	58.682850318025	1	0	1	3	125	5
1	58.686714017992	1	1	1	4	133	3
2	58.692792024226	1	0	1	5	133	3
8	58.699179650047	1	1	2	6	132	4
0	58.7061524528499	1	1	1	3	150	4
7	58.7137690025802	1	0	1	5	129	5
4	58.7247072046111	1	2	1	2	151	4
4	58.7252400619864	1	2	1	2	150	4
3	58.7279265683565	1	0	1	4	141	5
8	58.7308393050871	1	1	2	6	131	4
1	58.73390672402	1	1	1	4	134	3
0	58.7394822537854	1	1	1	3	151	4
7	58.745977884154	1	0	1	5	130	5
9	58.7540082186415	1	1	1	1	120	4
2	58.765077868472	1	0	1	5	132	3
5	58.7812833953603	1	1	1	2	146	3
6	58.8004745170429	1	0	1	3	124	5
0	58.8005259822703	1	1	1	3	152	4
1	58.8007226030049	1	1	1	4	135	3
3	58.8014982541963	1	0	1	4	142	5
2	58.802353531838	1	0	1	5	133	3
9	58.8037264957266	1	1	1	1	121	4
7	58.8059557315601	1	0	1	5	131	5
5	58.8088671313772	1	1	1	2	147	3
4	58.8140795082027	1	2	1	2	151	4
8	58.822006678226	1	1	2	6	132	4
6	58.8317448767075	1	0	1	3	125	5
0	58.8620363408873	1	1	1	3	153	4
3	58.862081481594	1	0	1	4	143	5
0	58.8625143385862	1	1	1	3	154	4
5	58.8640857291311	1	1	1	2	148	3
4	58.8660239704323	1	2	1	2	152	4
2	58.8685256900635	1	0	1	5	134	3
9	58.8749487387386	1	1	1	1	120	4
3	58.8814037084949	1	0	1	4	144	5
7	58.8897318231311	1	0	1	5	132	5
1	58.8993577590581	1	1	1	4	136	3
8	58.91108742509	1	1	2	6	133	4
6	58.9330884158981	1	0	1	3	124	5
6	58.9331645555858	1	0	1	3	125	5
1	58.9343069235392	1	1	1	4	137	3
4	58.934990503948	1	2	1	2	153	4
2	58.9372030709701	1	0	1	5	133	3
9	58.9401215560565	1	1	1	1	121	4
7	58.9441683719697	1	0	1	5	131	5
0	58.9494797181169	1	1	1	3	155	4
3	58.9552117901685	1	0	1	4	143	5
8	58.9612169711681	1	1	2	6	134	4
5	58.9679632050747	1	1	1	2	149	3
7	58.9680065035273	1	0	1	5	132	5
8	58.9689921071904	1	1	2	6	135	4
7	58.9728349138668	1	0	1	5	133	5
1	58.9769895420095	1	1	1	4	138	3
6	58.9816777728183	1	0	1	3	126	5
0	58.9868471909931	1	1	1	3	156	4
5	58.9921177051647	1	1	1	2	150	3
2	58.9985525383299	1	0	1	5	134	3
3	59.0068175158149	1	0	1	4	142	5
4	59.0155908054358	1	2	1	2	154	4
9	59.0313263347989	1	1	1	1	122	4
2	59.0320331930334	1	0	1	5	135	3
8	59.0330246242147	1	1	2	6	136	4
5	59.0344417168444	1	1	1	2	151	3
0	59.0363580733456	1	1	1	3	157	4
4	59.0387420710094	1	2	1	2	155	4
2	59.0415473333478	1	0	1	5	136	3
6	59.0445890277542	1	0	1	3	125	5
1	59.0510120321915	1	1	1	4	139	3
7	59.0599794969812	1	0	1	5	134	5
3	59.0705791688442	1	0	1	4	143	5
9	59.089341574806	1	2	1	1	123	3
0	59.0894960028299	1	1	1	3	158	4
3	59.0897935246239	1	0	1	4	144	5
8	59.0907698164001	1	1	2	6	135	4
4	59.0933684478287	1	2	1	2	156	4
3	59.0963495452661	1	0	1	4	145	5
5	59.1008084863197	1	1	1	2	152	3
7	59.1077557070885	1	0	1	5	135	5
9	59.1168554625247	1	2	1	1	122	3
1	59.1293500014353	1	1	1	4	140	3
6	59.142112979177	1	0	1	3	126	5
2	59.1599622587446	1	0	1	6	136	3
9	59.1607861451112	1	2	1	1	123	3
1	59.1618430360459	1	1	1	4	141	3
4	59.1640048799809	1	2	1	2	157	4
8	59.1679845023673	1	1	2	6	136	4
2	59.1721880137693	1	0	1	6	137	3
7	59.1766268866841	1	0	1	5	136	5
6	59.1819112123694	1	0	1	3	127	5
3	59.1922509129863	1	0	1	4	146	5
5	59.2031160928082	1	1	1	2	153	3
0	59.223979642592	1	1	1	3	159	4
5	59.2253863877331	1	1	1	2	154	3
2	59.2272417947597	1	0	1	6	138	3
3	59.2298632538359	1	0	1	4	147	5
6	59.2341616199765	1	0	1	3	128	5
9	59.2388576752919	1	2	1	1	124	3
1	59.2483822712156	1	1	1	4	142	3
7	59.2589869787398	1	0	1	5	135	5
0	59.2730441307131	1	1	1	3	160	4
8	59.2973498766723	1	1	2	6	137	4
4	59.3378123407665	1	2	1	2	156	4
2	59.3383116226823	1	0	1	6	139	3
2	59.3391136052733	1	0	1	6	140	3
8	59.3406815207045	1	1	2	6	136	4
3	59.3427637998893	1	0	1	4	146	5
0	59.3451558418519	1	1	1	3	159	4
6	59.3481351918954	1	0	1	3	127	5
1	59.3521896297525	1	1	1	4	143	3
9	59.3571019768197	1	2	1	1	123	3
5	59.365686690383	1	1	1	2	155	3
4	59.3771276054386	1	2	1	2	157	4
7	59.388883912884	1	0	1	5	136	5
4	59.3895090080396	1	2	1	2	158	4
1	59.3903896922775	1	1	1	4	144	3
